doc_id,T0,T1,T2,T3,T4,T5,T6,T7,T8,class
5597916,4.820438147212585e-05,4.820024528105852e-05,4.820631416838681e-05,4.819774975631605e-05,0.2580931569271845,4.8205010182164746e-05,4.821835864046235e-05,0.7415694064164459,4.8204596869196565e-05,T7
5613043,5.5690628879753025e-05,0.42088139292168936,5.568817588210706e-05,5.569720707923234e-05,0.13302687625127999,5.569329207010713e-05,5.5692393621963706e-05,5.5680579928460324e-05,0.44575758854956904,T8
5613040,5.5690628879753025e-05,0.42088139292168936,5.568817588210706e-05,5.569720707923234e-05,0.13302687625127999,5.569329207010713e-05,5.5692393621963706e-05,5.5680579928460324e-05,0.44575758854956904,T8
5615307,5.5551405585173076e-05,0.42187825574341825,5.554901543530971e-05,5.555807286404872e-05,0.13287278190814708,5.5554126587901914e-05,5.555324606590915e-05,5.5541417228948536e-05,0.4449156550646673,T8
5692098,0.00019716297239551726,0.00019709635725297326,0.027259789980181318,0.0843525675523165,0.00019708449188779301,0.46187257754905464,0.31513797777276326,0.00019713729999661477,0.11058860602415146,T5
5696828,0.24131769775171577,0.2199636629796043,0.014550898809434014,0.13508214288537876,0.0001120689525617428,0.17282727397683212,0.21592212073945966,0.00011204670591287013,0.00011208719910067854,T0
5689617,0.0001104092652409632,0.5220407564319941,0.00011038784221784918,0.05893622334340213,0.00011037857200317079,0.41836064879590434,0.00011039342863761408,0.00011038446330578444,0.00011041785729399741,T1
5664068,8.022616593288702e-05,0.15499959813855968,8.022059591855974e-05,0.29206835395460007,0.04667096769464822,0.30203012411822633,0.0929667129998047,8.022055054527095e-05,0.1110235757817642,T5
5701248,1.7944755127018775e-05,1.794369448061866e-05,1.7943434590422837e-05,0.07058388545282832,1.794117960766269e-05,0.18140184437506016,0.6958772415614404,0.05204731651962286,1.7939027242562358e-05,T6
5602755,6.530436993063735e-05,0.44154779301460206,6.529943660433737e-05,6.530778983183088e-05,0.17180753557375691,0.015399015134878688,0.30673124499092635,0.06425317319141705,6.532649805203774e-05,T1
5625752,0.08843659887341807,5.201430299025167e-05,0.6879606806600838,0.11041216783663241,5.201465467106053e-05,5.2012956462231556e-05,5.2024745886418495e-05,5.200799175163826e-05,0.11293047797810406,T2
5701400,4.020118234550253e-05,0.9996783586340129,4.020240401222235e-05,4.020739485772344e-05,4.020067702158271e-05,4.020832307040171e-05,4.020951901060889e-05,4.0202999232879415e-05,4.020886643608926e-05,T1
5680627,0.00010225470760863111,0.23630700358774293,0.00010226496134715155,0.044732570276187905,0.00010225719621972917,0.46281674222881314,0.00010228296044554098,0.00010226514904248285,0.2556323589325925,T5
5682501,9.477284038677244e-05,0.0421280832448899,9.47869678125472e-05,9.479314603703582e-05,0.012166389100816204,0.925680661151716,9.479492301067314e-05,9.478106705422652e-05,0.01955093755827682,T5
5638823,0.00010517719345816333,0.00010520756124642806,0.00010523550729165903,0.15563258363825772,0.11644935277634931,0.11847834500290196,0.4877863669048479,0.00010518727354147047,0.12123254414210548,T6
5633795,7.889717919551211e-05,7.88842166050591e-05,7.891393014821069e-05,0.3757336909615887,7.887692376921711e-05,0.07966567580636834,0.3286900173986121,0.21551614085321016,7.890273050273741e-05,T3
5646870,0.01458471331780653,0.02245861635513041,0.12953404977663044,0.04183837990820653,0.04603911059975419,4.327777368916061e-05,0.7373404605849458,4.3274721689899735e-05,0.00811811696214691,T6
5619167,5.34303121018864e-05,5.341532864208699e-05,5.342091347848987e-05,0.0956096759185901,5.340968943819796e-05,0.3197582284850181,0.11941808848341366,0.4649469167517764,5.341411754110345e-05,T7
5687138,0.00014288355967504953,0.00014292128162529392,0.00014289578569166256,0.05443054863657097,0.00014288371185921684,0.00014293518684089143,0.823101732285223,0.12161026275983446,0.00014293679267940218,T6
5632716,0.0002070038462899826,0.11328491681487157,0.25931661646550774,0.07252770977757994,0.26824448457041095,0.07269374889649764,0.21331151314480273,0.00020695717788133793,0.0002070493061580237,T4
5623425,5.850909363434762e-05,0.11408532883383651,5.852127539550404e-05,5.8528257722440996e-05,5.850082252731656e-05,0.015282573232161395,0.5928403847694609,0.26386858289570375,0.013689070819557834,T6
